dr12objid,RA,DEC,j,jIvar,h,hIvar,k,kIvar
1237660669813915749,145.8742,9.420788,13.637,307.787,13.165,120.7584,12.811,268.745
1237661811738083552,185.27,11.7546,16.427,24.02922,15.063,0,14.668,0
1237660635457912898,154.9858,43.31973,16.476,42.71861,15.169,0,14.645,0
1237660670346330140,135.535,8.301722,13.196,0,13.679,20.66116,13.306,57.3921
1237661811738738799,186.7264,11.66397,14.801,0,15.371,14.02741,14.105,0
1237661949170942045,161.9228,11.07707,15.243,40.05768,14.55,25.5076,13.904,50.29928
1237661385993224219,209.3112,54.1009,15.838,106.2812,15.188,82.64463,15.142,46.27701
1237661385996304558,219.7465,51.12068,15.001,118.1474,13.393,0,13.186,0
1237661812274298893,183.6843,12.18076,13.575,70.61648,12.867,65.03642,12.516,160.2307
1237661812275740750,187.0359,12.09329,14.853,46.91312,14.093,32.28306,13.984,33.02946
1237661387602526337,205.1246,56.24885,16.488,42.16563,15.257,0,14.735,0
1237661434844938280,184.0488,47.88329,11.511,1736.111,11.023,434.0278,10.749,657.4622
1237661434850312248,202.1053,46.59165,12.154,1189.061,11.547,1111.111,11.231,2066.116
1237661387614650479,241.4412,41.34475,13.713,369.8225,13.219,236.6864,13.154,187.6525
1237661387614650682,241.446,41.31826,15.865,57.3921,14.239,0,14.132,0
1237661813879341072,170.5773,13.06505,15.432,0,14.924,0,15.325,30.8642
1237661873467359356,154.0652,41.16638,15.467,102.0304,14.177,0,13.903,0
1237661813883469881,180.3486,13.40102,14.914,168.6625,14.142,108.5069,13.877,198.3733
1237661852549054520,204.1403,44.59915,13.219,493.8271,12.26,730.4601,12.064,730.4601
1237661813886943385,188.4651,13.32244,14.271,156.25,13.863,50.29928,13.464,75.61436
1237661815485104152,189.1363,11.25799,13.531,118.1474,12.892,45.04301,12.553,118.1474
1237661815485104153,189.1428,11.23888,12.443,118.1474,11.622,156.25,10.907,268.745
1237661815485562947,190.3156,11.38725,13.396,118.1474,12.759,99.99999,12.295,135.2082
1237661950813667431,236.6129,8.656906,15.92,106.2812,15.599,42.16563,15.101,35.43084
1237661950816092322,242.0719,7.538508,16.15,21.23638,15.515,21.63332,13.78,0
1237660759462510814,69.08543,24.81667,14.65,192.9013,13.456,156.25,12.777,297.2652
1237660759462576230,69.3307,24.78656,12.473,865.0519,11.387,657.4622,11.208,540.8328
1237660759462838571,69.99419,24.90764,12.771,177.7778,11.692,260.1457,11.456,222.7667
1237661852550365224,208.2001,43.82793,16.666,31.21001,16.026,19.57867,15.676,21.042
1237660759462903975,70.09694,24.90058,12.976,204.0816,11.878,260.1457,11.413,355.9986
1237660759998333245,66.4623,25.34301,14.299,342.9355,13.62,229.5684,13.422,236.6864
1237661949172973594,166.6338,11.38542,12.537,138.4083,12.034,60.09255,11.544,210.0399
1237658491746123826,188.4155,9.174999,15.057,34.19855,13.008,0,13.394,58.27167
1237661951329435708,187.5766,13.57764,13.586,87.34387,12.926,87.34387,12.683,110.8033
1237661949180313639,183.778,12.01673,14.569,36.73094,13.931,30.8642,13.58,67.18624
1237661951330942987,191.1225,13.49857,12.427,244.1406,11.806,236.6864,11.734,210.0399
1237661951332384823,194.5784,13.39149,12.749,493.8271,12.073,452.6936,12.001,594.884
1237661435381809170,183.9434,48.13085,15.137,34.19855,13.353,0,13.251,0
1237661966355464215,182.2295,41.74087,14.259,244.1406,13.677,141.7234,13.368,204.0816
1237661967424028816,166.419,41.07528,16.534,58.27167,16.043,29.53686,15.505,34.19855
1237661967431893015,190.5716,42.52113,15.409,145.159,14.647,156.25,13.841,0
1237661850407338159,220.1085,38.69529,15.18,168.6625,14.686,123.4568,14.441,102.0304
1237660412111618152,134.7103,6.292996,12.429,1736.111,11.702,918.2736,11.635,657.4622
1237660669807624433,131.5519,7.267075,16.196,70.61648,15.675,48.90215,15.485,32.28306
1237661850938834974,204.8998,43.05278,13.88,148.721,13.501,70.61648,12.958,135.2082
1237661949182345327,188.5481,12.04896,14.735,135.2082,14.054,78.31467,13.834,79.71938
1237661850938900606,205.1243,42.99269,14.009,0,13.557,434.0278,12.884,0
1237661851481669818,222.1152,38.87574,16.115,76.94675,14.851,0,14.712,0
1237661972259602629,185.6715,7.950347,15.623,43.85773,15.03,33.80205,14.636,38.57876
1237661972260126878,186.9785,8.090404,15.06,47.56243,14.627,21.83597,14.182,58.27167
1237661949706436622,158.6783,11.19735,14.36,34.60207,13.711,19.23669,12.904,47.56243
1237661970649186526,186.2065,6.759546,16.136,29.86055,15.524,17.80341,13.998,0
1237661970649382957,186.5898,6.669664,16.466,26.03082,14.826,0,14.499,0
1237661950254776367,185.515,12.74092,14.24,69.44444,13.558,62.00012,13.291,104.1233
1237661950254776371,185.5171,12.78749,14.075,0,14.655,16.52456,14.302,32.28306
1237661950255956194,188.3084,12.85782,15.594,58.27167,15.125,29.53686,13.639,0
1237661950256218200,188.8634,12.75022,15.242,29.86055,13.34,0,13.127,0
1237661950784438355,168.6541,12.81767,11.363,516.5289,10.63,297.2652,10.186,384.4675
1237661434850377862,202.1402,46.49994,15.516,115.6203,14.05,0,14.605,65.03642
1237661434850443366,202.3137,46.5024,16.056,62.98816,15.186,55.69168,14.225,0
1237661950791975031,186.2645,13.2447,15.991,64,15.544,35.85643,15.317,35.01278
1237661971715915964,170.0305,7.335865,16.216,35.85643,15.909,18.41994,15.161,0
1237661977084952672,187.0782,8.729472,15.162,39.5554,14.66,19.75309,14.323,39.0625
1237661965823901763,198.217,40.54364,15.989,57.3921,15.812,28.90508,14.465,0
1237661970111528998,184.2946,6.431804,16.216,23.5649,15.655,22.46131,14,0
1237661970111660150,184.6188,6.405757,16.342,24.75186,14.825,0,15.312,23.79536
1237661970111725608,184.8016,6.38159,15.42,56.53231,14.804,35.43084,14.665,46.27701
1237661970111725668,184.8139,6.307117,15.122,71.81844,14.407,44.44444,14.376,54.86968
1237660583369048107,148.8574,7.660449,14.304,251.9526,13.854,229.5684,13.391,236.6864
1237660584979333181,148.0473,8.736313,16.091,66.09822,15.43,57.3921,15.313,19.23669
1237661971723190386,186.6998,7.671539,15.071,74.31629,14.384,59.1716,14.133,75.61436
1237660634928316447,177.9885,46.81707,13.316,865.0519,12.629,434.0278,12.328,493.8271
1237661951327076463,182.0847,13.68393,14.99,192.9013,14.372,106.2812,14.208,108.5069
1237661977085345910,187.9823,8.602239,14.996,0,15.564,21.83597,13.989,0
1237661977085542412,188.3761,8.654748,14.904,37.63785,14.218,20.10899,13.946,37.18025
1237661977085542419,188.3529,8.690746,16.314,27.99474,14.904,0,14.487,0
1237661874025398310,219.5679,40.45674,15.107,62.98816,14.598,34.19855,14.204,62.00012
1237661850405568589,215.1678,40.31532,16.119,66.09822,14.579,0,14.369,0
1237662194533925048,207.4084,40.06321,16.037,74.31629,14.229,0,14.02,0
1237660559747711125,72.74483,26.22056,14.897,135.2082,14.027,73.05136,13.708,110.8033
1237662195071123471,208.4398,40.33868,12.919,540.8328,12.222,434.0278,12.071,472.5898
1237662195071123632,208.5017,40.27731,13.257,493.8271,12.511,434.0278,12.348,416.4931
1237662195071582248,209.7317,40.09533,16.14,123.4568,15.719,65.03642,15.528,35.01278
1237661972261109931,189.1457,8.054747,15.138,0,15.629,19.75309,14.762,0
1237661972261568724,190.2923,8.004016,16.469,21.23638,14.622,0,14.513,0
1237661972262748173,192.8898,8.04535,16.271,39.0625,15.589,27.41153,15.049,30.18959
1237662194534318249,208.5157,39.98521,16.135,51.02041,14.147,0,13.896,0
1237661972262944906,193.3584,8.035551,16.232,28.59676,15.964,15.6228,15.195,21.042
1237661949712728138,173.3811,12.13732,16.642,55.69168,15.362,0,15.137,0
1237661871337439400,208.4186,41.25216,16.505,79.71938,15.94,44.44444,15.105,0
1237661871337504871,208.7222,41.31351,14.101,192.9013,13.548,120.7584,13.335,160.2307
1237661972796866572,186.6687,8.435706,14.563,40.5696,14.031,20.66116,13.666,53.27935
1237661949713252360,174.554,12.11192,13.763,198.3733,13.432,104.1233,13.005,236.6864
1237661949718692045,187.348,12.45079,16.525,41.62331,15.02,0,14.735,0
1237661949741760535,240.5485,7.086102,13.563,126.2467,12.623,104.1233,12.256,244.1406
1237661950247501918,168.4854,12.30108,14.278,138.4083,12.852,0,12.595,0
1237661974935830547,183.2654,7.043998,13.839,0,14.676,11.33671,12.964,0
1237661970652397697,193.5796,6.687035,15.985,41.62331,15.36,27.12674,15.007,26.84636
1237661950249664529,173.5486,12.51231,12.636,692.5208,12.073,400,11.918,318.8775
1237661971184877624,183.46,7.200901,12.636,141.7234,11.987,108.5069,11.735,168.6625
1237661974936944710,185.9112,6.954086,12.652,71.81844,11.711,49.59333,11.235,120.7584
1237661971185336496,184.4922,7.185915,15.41,43.28255,14.81,25,14.498,23.79536
1237661971185401859,184.5749,7.128051,16.174,36.28974,14.825,0,14.562,0
1237661971185795108,185.5516,7.144308,14.15,71.81844,13.512,42.16563,12.918,67.18624
1237661950787256477,175.2395,13.14508,16.706,42.71861,15.319,0,15.009,0
1237661971185795110,185.5614,7.167147,15.495,57.3921,14.983,39.0625,14.444,42.16563
1237661971185991767,185.9732,7.107115,14.28,45.04301,13.664,39.0625,13.214,50.29928
1237662195058147399,168.9667,41.59097,13.448,0,14.004,34.60207,12.458,0
1237661950793416719,189.5745,13.1099,14.881,76.94675,14.318,58.27167,14.192,54.86968
1237661070326038620,159.1602,14.1711,12.063,1736.111,11.434,865.0519,11.234,0
1237661070332788746,175.0391,15.3273,13.471,0,13.24,260.1457,12.429,0
1237661873490952242,225.8148,37.76613,14.029,96.11687,13.376,152.4158,13.072,156.25
1237659132747776117,223.816,48.3657,15.915,75.61436,14.506,0,14.587,61.03515
1237661874007310468,162.9513,43.76413,15.579,110.8033,14.851,115.6203,14.648,71.81844
1237661951327207494,182.354,13.57444,15.37,493.8271,13.765,0,13.586,0
1237661971722141706,184.282,7.624397,12.186,70.61648,11.262,129.1322,10.775,192.9013
1237661971722469381,185.0312,7.691853,15.114,46.91312,14.486,45.65376,13.177,0
1237661958300237828,219.548,46.63825,14.116,43.28255,13.477,28.59676,13.03,54.86968
1237661959370571978,209.2978,50.43571,13.922,0,13.588,164.3655,12.92,0
1237661959370899532,210.3112,50.2231,15.874,58.27167,15.223,54.86968,15.015,45.65376
1237661965813743661,167.6048,40.05298,15.387,0,15.471,41.62331,14.702,0
1237661874024415367,216.9025,41.25776,14.834,141.7234,14.238,104.1233,14.077,92.45562
1237661966890500188,176.5099,41.88406,15.827,104.1233,15.135,68.30135,14.922,56.53231
1237661923942203516,140.1371,10.60031,14.733,152.4158,14.051,115.6203,13.645,135.2082
1237662195070861371,207.7656,40.43074,15.973,156.25,15.575,62.98816,15.105,54.06574
1237661923942727898,141.3143,10.88673,15.331,28.59676,14.666,12.66448,14.181,33.80205
1237661970113495107,188.8786,6.334008,16.158,32.28306,14.374,0,14.599,0
1237662193997119641,207.4397,39.71416,15.671,138.4083,15.144,68.30135,14.971,60.09255
1237662193997185052,207.6807,39.70676,14.188,251.9526,13.428,216.263,13.098,216.263
1237662193997316257,208.0959,39.68729,13.436,318.8775,12.773,244.1406,12.531,244.1406
1237662193997381768,208.1037,39.55761,14.85,297.2652,14.19,229.5684,13.773,297.2652
1237662193997381867,208.2579,39.58078,15.628,55.69168,15.187,40.05768,13.825,0
1237661971722993682,186.2624,7.503762,16.066,24.5074,14.214,0,14.132,0
1237662194531434689,200.0887,41.47611,16.061,57.3921,15.493,33.41241,14.313,0
1237661851475640329,204.7632,43.56628,13.131,416.4931,12.709,164.3655,12.293,516.5289
1237661972797325420,187.7141,8.359994,13.847,61.03515,13.378,35.43084,12.993,60.09255
1237661950254973104,185.9904,12.88712,16.615,41.62331,16.021,23.33777,14.942,0
1237661950255169580,186.4237,12.81052,11.728,865.0519,11.649,108.5069,11.31,287.2738
1237661950255300654,186.6384,12.74298,14.615,138.4083,14.127,53.27935,13.821,141.7234
1237661950255366168,186.8056,12.73478,12.413,594.884,11.566,566.8934,11.558,472.5898
1237661950260215908,198.2431,12.47798,15.527,222.7667,15.127,98.0296,14.556,113.1734
1237661974937010350,186.023,7.04128,15.806,41.09138,15.215,32.65306,14.661,42.71861
1237662263244423253,218.1073,8.078642,14.17,53.27935,13.505,28.90508,12.987,94.25959
1237662239079268544,190.244,11.18446,15.227,39.0625,14.743,30.5241,14.522,28.90508
1237662236930998372,188.306,9.397361,15.767,33.02946,14.062,0,13.88,0
1237662236931915904,190.4665,9.402938,15.785,32.28306,15.288,22.46131,13.795,0
1237661972263141387,193.7928,7.917927,16.476,20.85027,14.679,0,14.515,0
1237662236932046972,190.6917,9.510726,16.155,27.41153,14.573,0,14.23,0
1237661972263993533,195.7545,7.852178,15.19,129.1322,14.608,132.1179,14.51,68.30135
1237661382234472578,143.4294,33.6003,15.711,135.2082,15.333,69.44444,14.94,48.22532
1237661382234734682,144.0227,33.96143,14.65,318.8775,14.076,216.263,13.757,260.1457
1237661949717381212,184.2887,12.45403,14.802,0,15.217,22.89325,14.901,41.62331
1237661972798373893,190.0497,8.383747,14.719,40.05768,13.775,34.60207,13.719,49.59333
1237662200437211154,241.8042,7.978988,15.067,85.73388,14.592,46.27701,13.552,0
1237662223525937277,171.3826,38.06057,16.588,38.10395,15.204,0,14.71,0
1237661974399484128,184.5601,6.603643,14.683,0,15.247,13.12749,13.855,0
1237662223525937324,171.4004,37.94681,16.799,34.60207,15.49,0,15.1,0
1237662223526395968,172.639,38.24071,14.669,0,14.872,88.99964,13.796,0
1237661974399746153,185.0508,6.623193,15.651,40.05768,15.079,32.28306,14.763,25.25189
1237661970648989817,185.6625,6.677048,15.753,31.91931,13.911,0,13.668,0
1237662224054812727,149.3869,33.61973,14.309,369.8225,13.913,160.2307,13.69,222.7667
1237662236933619800,194.4021,9.312823,16.431,33.02946,15.797,32.65306,14.623,0
1237661059574333649,49.92869,41.60072,14.659,287.2738,14.007,216.263,13.815,192.9013
1237661974936682617,185.2652,7.077656,15.211,81.16225,14.38,145.159,14.178,96.11687
1237661974936813622,185.5813,6.92791,16.092,29.86055,15.309,20.85027,14.306,0
1237662236937945140,204.3967,8.87077,16.219,45.04301,15.548,29.86055,14.314,0
1237661059574399387,50.13742,41.57413,13.034,1111.111,12.283,692.5208,12.084,816.3265
1237662237468590245,190.0469,9.896117,15.669,36.73094,14.877,27.12674,14.671,41.62331
1237662237470097429,193.4618,9.709661,13.458,152.4158,12.711,135.2082,12.548,148.721
1237662224599613583,171.027,38.85641,14.667,287.2738,14.107,182.615,14.1,126.2467
1237662224599875694,171.7569,38.93043,15.286,0,15.681,39.0625,14.497,0
1237661975474012252,186.2287,7.444899,13.428,48.22532,12.655,35.43084,11.915,81.16225
1237662238004215903,187.0513,10.29762,16.429,17.65412,14.556,0,15.283,16.52456
1237662224609640475,200.485,38.73471,15.387,94.25959,13.917,0,13.652,0
1237662224613179409,210.3501,36.80009,13.848,692.5208,13.284,493.8271,13.07,516.5289
1237662238004609184,188.0592,10.25144,15.169,27.70083,14.554,21.43347,14.053,39.0625
1237661950790402284,182.6016,13.17061,15.981,82.64463,14.802,0,15.408,30.5241
1237661950790598708,183.0719,13.2052,12.686,48.90215,12.114,41.09138,11.851,70.61648
1237661950790598711,183.0491,13.24652,15.076,47.56243,14.579,30.5241,14.311,51.75716
1237662224613834886,212.2583,36.32343,14.601,0,14.404,251.9526,13.446,0
1237661950790795288,183.4733,13.17285,13.781,71.81844,13.057,66.09822,12.526,126.2467
1237662238006247432,191.8138,10.20358,14.402,56.53231,13.837,32.65306,13.525,67.18624
1237662224614883583,215.0077,35.65447,16.045,49.59333,15.443,43.85773,14.826,61.03515
1237662195061686301,179.7175,42.72242,11.695,330.5785,10.853,210.0399,10.371,472.5898
1237662224615342094,216.1756,35.26717,14.098,222.7667,13.461,160.2307,13.28,187.6525
1237662224622420045,233.7048,28.65526,14.36,160.2307,13.611,120.7584,13.451,108.5069
1237662225145331826,197.0899,39.46117,15.535,94.25959,14.1,0,13.764,0
1237662225149132835,208.1331,37.81742,14.283,198.3733,13.78,118.1474,13.43,145.159
1237661873484595216,208.0408,43.2429,14.345,129.1322,13.973,53.27935,13.693,113.1734
1237662225149722680,209.6583,37.42448,12.934,369.8225,12.423,168.6625,12.017,384.4675
1237662225149853810,210.0009,37.30682,16.012,82.64463,15.616,42.16563,15.179,50.29928
1237662195061686313,179.6419,42.73404,15.736,71.81844,15.058,42.71861,14.017,0
1237662225152671761,217.6063,35.32103,12.338,692.5208,11.65,384.4675,11.669,342.9355
1237661059574464562,50.17575,41.40398,13.675,566.8934,12.922,297.2652,12.758,472.5898
1237661976547491868,185.6804,8.198277,13.073,104.1233,12.34,96.11687,12.088,132.1179
1237661976550965261,193.6831,8.053105,14.237,75.61436,13.528,85.73388,13.377,82.64463
1237661418212032592,211.5374,55.22405,15.321,104.1233,14.607,59.1716,14.57,67.18624
1237661418212032631,211.497,55.01192,15.622,69.44444,14.047,0,13.879,0
1237661059574595783,50.59046,41.24158,15.632,82.64463,14.847,66.09822,14.739,54.86968
1237661418212098058,211.7009,55.02993,14.661,90.70295,13.986,88.99964,13.693,115.6203
1237661418212098088,211.7973,55.00169,12.042,330.5785,11.037,434.0278,10.857,657.4622
1237661976550965308,193.7619,8.06555,12.42,113.1734,11.667,98.0296,11.45,132.1179
1237662225685872719,207.7259,38.27479,16.474,53.27935,14.885,0,14.619,0
1237661957223612562,210.1987,48.44385,15.272,65.03642,14.426,51.75716,14.305,48.22532
1237662225686069253,208.3093,38.22715,13.418,0,12.607,0,12.901,229.5684
1237662225688625221,215.3396,36.42793,16.389,69.44444,15.96,45.65376,14.845,0
1237661874020941849,206.5778,43.85135,14.974,120.7584,14.378,88.99964,13.887,132.1179
1237662195061817413,180.0101,42.78973,16.979,18.41994,15.921,35.43084,15.239,0
1237661958297354297,210.6921,49.1738,15.31,0,15.64,24.02922,14.214,0
1237661958297419781,210.7085,49.17269,12.381,493.8271,11.524,434.0278,10.925,976.5624
1237662263245406380,220.3299,7.792996,16.67,23.5649,15.354,0,15.064,0
1237661959372800038,216.5508,48.564,14.452,141.7234,13.922,62.98816,13.437,129.1322
1237661965821280329,190.4697,41.27396,14.6,33.80205,13.982,42.16563,13.722,50.29928
1237662226239717437,248.6062,21.5409,12.976,123.4568,12.532,60.09255,12.041,104.1233
1237662236392947770,185.5237,9.043628,14.029,27.12674,13.189,23.5649,12.518,71.81844
1237662236393865225,187.6694,9.015676,12.558,141.7234,11.995,59.1716,11.417,244.1406
1237662239077498913,186.0209,11.21807,13.311,84.16801,12.584,45.65376,12.135,148.721
1237662239078547533,188.5617,11.07158,15.181,42.71861,14.685,26.5703,14.085,51.75716
1237661970112643097,186.86,6.262771,15.013,38.10395,14.515,38.57876,12.985,0
1237662236929228903,184.2546,9.407552,16.117,23.33777,15.532,18.26284,14.049,0
1237661970640797702,166.8071,6.41181,15.739,47.56243,15.002,32.28306,14.521,54.86968
1237662193984995345,170.8217,41.06041,16.526,52.50998,16.083,28.90508,15.791,17.95461
1237661970648006713,183.5091,6.723239,15.842,22.89325,13.776,0,13.553,0
1237662236930474097,187.0664,9.436191,14.777,23.5649,12.646,0,12.444,0
1237662236930539554,187.229,9.42111,16.044,35.01278,15.428,29.21841,14.202,0
1237661970648399911,184.3575,6.690074,12.982,115.6203,12.335,55.69168,11.795,222.7667
1237662262170550297,217.664,7.275095,14.631,49.59333,14.12,44.44444,13.568,48.22532
1237661970648531070,184.6609,6.708378,16.377,19.92985,14.487,0,14.167,0
1237662301901619256,225.2887,44.69816,15.269,68.30135,14.906,28.59676,14.697,42.71861
1237662196136607768,183.3203,43.69859,14.096,0,14.53,25.5076,13.124,0
1237662196144472099,207.5849,41.36621,14.029,260.1457,13.467,204.0816,13.309,198.3733
1237662302433574969,210.7534,50.01213,14.768,210.0399,14.08,152.4158,13.964,120.7584
1237662199353245754,218.2884,10.51081,13.267,51.02041,12.597,25.5076,11.883,132.1179
1237662303509676065,218.6873,48.67031,14.887,0,15.22,31.56167,13.926,0
1237662306188001327,210.6503,39.22036,16.557,59.1716,16.015,30.5241,15.579,26.5703
1237661976010227741,184.7121,7.861972,15.568,32.28306,14.879,16.12877,14.474,35.01278
1237662238541283500,187.543,10.77948,14.714,44.44444,14.112,24.5074,13.864,38.10395
1237662264318099500,217.9687,8.933013,15.572,48.22532,15.141,19.75309,14.883,27.41153
1237662226222678109,207.6917,38.81839,16.065,76.94675,15.376,62.98816,14.387,0
1237662300827746309,224.3384,44.17698,15.811,104.1233,15.49,55.69168,15.15,32.28306
1237662300829384713,228.7715,42.20942,12.256,0,11.644,287.2738,10.721,0
1237662300830564412,231.6728,40.56451,13.547,384.4675,12.874,307.787,12.557,400
1237662301367238728,231.6263,41.28954,16.473,49.59333,15.611,51.75716,15.427,27.70083
1237662195608453155,209.9491,40.38221,15.183,145.159,13.648,0,13.348,0
1237662301897293973,212.3407,49.03756,15.434,148.721,14.002,0,13.699,0
1237662196143947955,206.062,41.67734,16.626,60.09255,15.818,58.27167,15.683,27.99474
1237662303507578912,211.8978,50.54522,14.999,0,15.331,57.3921,14.401,0
1237662303507906706,213.1314,50.24047,14.97,251.9526,14.046,260.1457,13.732,177.7778
1237662305112424512,205.1804,39.55293,16.518,88.99964,15.646,67.18624,15.748,27.99474
1237662305117077530,218.0038,36.30522,13.241,0,12.455,0,12.919,297.2652
1237662305121009744,227.9864,32.59803,15.772,145.159,15.251,81.16225,15.26,38.10395
1237662305649754144,206.6157,39.67834,16.191,84.16801,15.649,64,14.576,0
1237662306192523301,222.81,35.54227,15.39,88.99964,14.831,66.09822,13.84,0
1237661976011341911,187.4074,7.824201,15.231,23.33777,14.551,12.14049,14.12,31.21001
1237661976013897821,193.2656,7.683265,15.068,0,15.723,14.45734,14.356,0
1237662226214682669,183.9848,40.92567,15.874,106.2812,15.348,82.64463,14.631,0
1237662226223464493,209.9879,38.2009,14.454,236.6864,13.842,177.7778,13.454,182.615
1237662226225234033,214.8267,37.02262,15.887,98.0296,15.552,50.29928,14.124,0
1237662226226217123,217.4914,36.27399,16.541,56.53231,15.301,0,15.4,0
1237662193456185403,195.29,41.17022,16.304,62.98816,15.114,0,15.412,0
1237662300821192718,204.0051,49.96084,13.29,0,12.491,0,12.477,229.5684
1237662305122123817,230.5607,31.47515,16.684,43.85773,15.944,28.29335,15.713,16.52456
1237662224078078179,215.1104,35.1888,16.113,46.91312,15.367,42.16563,14.006,0
1237662306186887193,207.4348,39.98478,12.102,816.3265,11.378,730.4601,11.014,771.605
1237662662147571761,248.3932,19.94614,15.698,62.00012,15.075,43.28255,14.752,70.61648
1237662238543249552,192.1127,10.55796,15.987,26.5703,15.365,32.28306,14.168,0
1237662306723758190,207.6728,40.27934,13.729,566.8934,13.124,342.9355,12.836,434.0278
1237662306724151341,208.7832,40.16761,15.386,0,16.072,27.12674,14.402,0
1237662224075980867,209.4184,36.69099,16.728,54.86968,15.583,0,16.03,14.23994
1237662224076046407,209.5591,36.65014,16.292,70.61648,15.055,0,14.767,0
1237662663743307893,214.5683,36.88358,14.263,297.2652,13.727,192.9013,13.4,210.0399
1237662684142239801,206.2931,35.21905,15.124,108.5069,13.7,0,13.423,0
1237662301360554094,212.5635,48.54611,12.963,771.605,12.48,342.9355,12.464,318.8775
1237662684682780688,216.2563,33.43117,15.915,102.0304,15.258,61.03515,15.286,38.10395
1237662684683042878,216.963,33.18679,14.62,108.5069,14.032,102.0304,13.806,132.1179
1237662685219455011,215.9266,34.00901,13.919,277.7778,13.623,108.5069,13.379,148.721
1237662195599278196,181.9421,43.12635,12.764,657.4622,12.094,434.0278,11.816,692.5208
1237662195599278292,181.9703,43.11105,15.874,81.16225,14.633,0,14.219,0
1237662195607928847,208.3177,40.79608,16.472,48.22532,15.033,0,15.558,31.91931
1237662195607994502,208.5316,40.817,15.861,123.4568,15.176,78.31467,15.159,44.44444
1237662685756063753,215.3313,34.53188,14.757,251.9526,13.998,268.745,13.812,268.745
1237662301379035170,255.1879,23.04399,14.37,192.9013,13.293,0,13.095,0
1237662196148600912,219.3112,38.45427,13.722,384.4675,13.045,307.787,12.569,416.4931
1237662696494465059,224.4035,29.96594,15.494,0,14.653,0,14.857,32.65306
1237662696505540663,248.8363,17.76533,15.215,70.61648,14.647,42.71861,14.342,92.45562
1237662305114193923,210.1054,38.52074,15.631,92.45562,15.108,56.53231,14.974,45.04301
1237662305116160069,215.6197,37.1222,12.699,1189.061,12.042,865.0519,11.834,1040.583
1237662305650016277,207.269,39.49766,14.932,187.6525,14.419,88.99964,14.25,90.70295
1237662661595693140,213.5616,35.42366,14.151,342.9355,13.221,342.9355,12.67,416.4931
1237662305650147549,207.7718,39.369,16.716,39.0625,15.219,0,14.804,0
1237662661596414067,215.482,34.80534,14.736,0,14.067,0,14.578,54.06574
1237662305650212895,207.8795,39.45473,16.086,104.1233,15.654,48.22532,15.366,40.05768
1237662306186821641,207.2336,39.98518,12.001,771.605,11.373,493.8271,11.084,566.8934
1237662662132957333,214.8712,35.56697,16.449,55.69168,15.769,40.5696,14.774,0
1237662306187149376,208.2433,39.71869,16.411,48.90215,14.887,0,14.504,0
1237662306187214893,208.4178,39.72426,15.579,156.25,15.058,96.11687,14.909,78.31467
1237662306187215037,208.498,39.71549,14.118,0,13.303,0,13.728,187.6525
1237662499463430171,224.9094,44.67301,16.337,59.1716,15.729,31.91931,15.396,31.56167
1237662524157984825,191.3351,13.69266,15.671,62.98816,15.173,24.75186,14.916,43.28255
1237662524158181433,191.9398,13.76281,13.827,236.6864,13.335,73.05136,13.279,76.94675
1237662525231005777,189.7696,14.73113,15.707,85.73388,14.266,0,14.175,0
1237662525233037420,194.5721,14.55706,15.688,52.50998,15.075,36.73094,14.543,64
1237662525766828100,187.1802,14.99951,13.474,355.9986,12.549,318.8775,12.71,145.159
1237662525768925270,192.2307,14.90789,14.764,106.2812,14.351,60.09255,14.245,46.91312
1237662526839914530,185.7572,15.90558,16.247,21.042,14.655,0,14.353,0
1237662526840963153,188.1777,15.90988,16.598,43.28255,15.831,34.60207,14.868,0
1237662526841749529,190.082,15.93528,13.984,318.8775,13.431,168.6625,13.432,118.1474
1237662530060091441,200.0288,14.54327,13.969,730.4601,13.407,540.8328,13.17,330.5785
1237664819286376466,179.7924,37.7934,15.774,68.30135,15.305,40.05768,14.928,42.16563
1237663530263379983,135.4933,60.15171,12.435,1275.51,11.478,1275.51,10.887,1479.29
1237664668958130548,122.4474,21.62155,16.62,45.65376,15.289,0,14.668,0
1237663786883153983,123.6389,54.79958,13.644,198.3733,12.861,118.1474,12.339,369.8225
1237664672718979220,203.98,35.58826,15.379,102.0304,14.642,69.44444,14.6,67.18624
1237664130480406627,159.2926,12.65257,13.09,452.6936,12.204,342.9355,11.971,400
1237664133168824350,168.6048,15.53385,16.593,48.22532,16.084,21.83597,14.919,0
1237664818742951977,161.4974,34.96487,13.477,152.4158,12.889,110.8033,12.142,0
1237664337714741269,172.7898,36.6007,15.28,108.5069,14.807,82.64463,14.452,71.81844
1237664292072456287,176.7331,15.94009,16.094,76.94675,15.825,31.56167,15.483,28.59676
1237663546370949245,141.0262,62.03001,15.242,0,15.711,26.84636,14.464,0
1237662637978091547,221.8685,12.76499,15.997,68.30135,14.444,0,14.496,0
1237663547979071644,131.0893,58.84199,15.414,25.5076,14.743,30.5241,14.5,35.85643
1237663782602997868,37.11618,-1.151459,15.448,46.27701,14.807,34.60207,14.821,23.1139
1237662306197045301,233.8159,30.86424,14.288,177.7778,13.692,152.4158,13.568,65.03642
1237663788500975678,145.2388,67.97557,16.709,31.91931,15.194,0,14.691,0
1237664289389609071,180.3647,14.03447,14.946,120.7584,14.412,70.61648,14.178,50.29928
1237664292071866410,175.4156,15.96572,12.805,692.5208,12.054,434.0278,11.655,566.8934
